TenantId,"TimeGenerated [UTC]",Name,Category,Counter,Instance,Value,Properties,OperationName,OperationId,ParentId,SyntheticSource,SessionId,UserId,UserAuthenticatedId,UserAccountId,AppVersion,AppRoleName,AppRoleInstance,ClientType,ClientModel,ClientOS,ClientIP,ClientCity,ClientStateOrProvince,ClientCountryOrRegion,ClientBrowser,ResourceGUID,IKey,SDKVersion,SourceSystem,Type,"_ResourceId"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:00:18.220 AM","% Processor Time",Process,"% Processor Time","??APP_WIN32_PROC??","0.0520682566225066","{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:00:18.220 AM","% Processor Time Normalized",Process,"% Processor Time Normalized","??APP_WIN32_PROC??","0.0520682598324531","{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:00:18.220 AM","Private Bytes",Process,"Private Bytes","??APP_WIN32_PROC??",95526912,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:00:18.220 AM","Available Bytes",Memory,"Available Bytes",,1674223616,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:00:18.220 AM","IO Data Bytes/sec",Process,"IO Data Bytes/sec","??APP_WIN32_PROC??",0,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:01:18.236 AM","% Processor Time",Process,"% Processor Time","??APP_WIN32_PROC??","0.416548171208403","{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:01:18.236 AM","% Processor Time Normalized",Process,"% Processor Time Normalized","??APP_WIN32_PROC??","0.416548166350056","{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:01:18.236 AM","Private Bytes",Process,"Private Bytes","??APP_WIN32_PROC??",95531008,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:01:18.236 AM","Available Bytes",Memory,"Available Bytes",,1692897280,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:01:18.236 AM","IO Data Bytes/sec",Process,"IO Data Bytes/sec","??APP_WIN32_PROC??",0,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:02:19.247 AM","% Processor Time",Process,"% Processor Time","??APP_WIN32_PROC??",0,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:02:19.247 AM","% Processor Time Normalized",Process,"% Processor Time Normalized","??APP_WIN32_PROC??",0,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:02:19.247 AM","Private Bytes",Process,"Private Bytes","??APP_WIN32_PROC??",95772672,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:02:19.247 AM","Available Bytes",Memory,"Available Bytes",,1690337280,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:02:19.247 AM","IO Data Bytes/sec",Process,"IO Data Bytes/sec","??APP_WIN32_PROC??",12374,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:03:19.261 AM","% Processor Time",Process,"% Processor Time","??APP_WIN32_PROC??","0.416574346848499","{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:03:19.262 AM","% Processor Time Normalized",Process,"% Processor Time Normalized","??APP_WIN32_PROC??","0.416574339212995","{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:03:19.262 AM","Private Bytes",Process,"Private Bytes","??APP_WIN32_PROC??",96088064,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:03:19.262 AM","Available Bytes",Memory,"Available Bytes",,1629171712,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:03:19.262 AM","IO Data Bytes/sec",Process,"IO Data Bytes/sec","??APP_WIN32_PROC??",0,"{""ProcessId"":""4816"",""HostInstanceId"":""32e9e703-a4d0-47b2-8765-c841608d50e4""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:05:33.410 AM","% Processor Time",Process,"% Processor Time","??APP_WIN32_PROC??","1.51652944299451","{""ProcessId"":""5424"",""HostInstanceId"":""99caafe2-c5f2-45b3-a6ec-79e7f65b3edc""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:05:33.411 AM","% Processor Time Normalized",Process,"% Processor Time Normalized","??APP_WIN32_PROC??","1.51572355840866","{""ProcessId"":""5424"",""HostInstanceId"":""99caafe2-c5f2-45b3-a6ec-79e7f65b3edc""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:05:33.411 AM","Private Bytes",Process,"Private Bytes","??APP_WIN32_PROC??",95731712,"{""ProcessId"":""5424"",""HostInstanceId"":""99caafe2-c5f2-45b3-a6ec-79e7f65b3edc""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:05:33.411 AM","Available Bytes",Memory,"Available Bytes",,1719066624,"{""ProcessId"":""5424"",""HostInstanceId"":""99caafe2-c5f2-45b3-a6ec-79e7f65b3edc""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:05:33.411 AM","IO Data Bytes/sec",Process,"IO Data Bytes/sec","??APP_WIN32_PROC??",640,"{""ProcessId"":""5424"",""HostInstanceId"":""99caafe2-c5f2-45b3-a6ec-79e7f65b3edc""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
"c15bd059-e1b1-4c26-80a3-e44eff961e6d","3/28/2025, 7:06:33.439 AM","% Processor Time",Process,"% Processor Time","??APP_WIN32_PROC??","0.260284857980777","{""ProcessId"":""5424"",""HostInstanceId"":""99caafe2-c5f2-45b3-a6ec-79e7f65b3edc""}",,,,,,,,,,tomaskubicatest,063162454eb26db9d029efded3832739f5a496e8329bffdfa4913863a9d915b9,PC,,,"0.0.0.0",,,,,"ab09940b-b8c0-4691-9d27-b948ffaa3817","8f6f4a12-7d77-42c9-8f57-58d7902c95ca","af_azwapccore:2.21.0-429",Azure,AppPerformanceCounters,"/subscriptions/673af34d-6b28-41dc-bc7b-f507418045e6/resourcegroups/rg-zentiva-nzge/providers/microsoft.insights/components/tomaskubicatest"
